regno,inc_total2014,exp_vol2014,exp_total2014,employees2014,volunteers2014,yrl2014,inc_total2015,exp_vol2015,exp_total2015,employees2015,volunteers2015,yrl2015,charityid,outcome,frlevystatus,_mfrlevy,frid,regtype,_mfrscrape,paid,thresh,zoom,vertical
280918,1828692,341451,1511834,25,350,364,1804859,17625,1558916,25,350,364,,,,master only (1),,,master only (1),0,1,2,100000
280919,9092127,529409,8727472,178,1065,364,10926440,1481736,11622858,238,965,364,280919,P,P,matched (3),id=0015800000ReNHHAA3,Levy Payer,matched (3),1,1,2,100000
280956,3514000,185000,3466000,31,34,364,3680401,219321,3846711,36,55,364,280956,P,P,matched (3),id=0015800000YlVJKAA3,Levy Payer,matched (3),1,1,1,100000
280960,4753075,534413,4580061,56,3,364,5306315,1040849,4741342,59,5,364,280960,P,P,matched (3),id=0015800000ReNH8AAN,Levy Payer,matched (3),1,1,2,100000
280977,3092661,2365,3058915,37,0,364,4216531,0,3374072,37,0,364,,,,master only (1),,,master only (1),0,0,0,100000
281074,4509478,252357,4218175,22,3500,364,5353579,273372,4090795,25,3500,364,281074,P,P,matched (3),id=0015800000XLSFRAA5,Levy Payer,matched (3),1,1,2,100000
281276,1017887,4237,1185324,19,8,364,882740,22890,1124817,19,8,364,,,,master only (1),,,master only (1),0,0,0,100000
281362,13372452,740698,8983382,187,799,364,10844000,1030000,9711000,199,850,364,281362,P,P,matched (3),id=0015800000ReNBfAAN,Levy Payer,matched (3),1,1,2,100000
281415,626839,49962,592000,6,51,364,599341,27981,559168,5,1,364,,,,master only (1),,,master only (1),0,0,0,100000
281420,1586021,18037,1539310,5,1,364,1488250,165657,1531675,6,2,364,,,,master only (1),,,master only (1),0,0,0,100000
281512,566231,18688,472254,12,213,364,678372,43036,567732,13,259,364,,,,master only (1),,,master only (1),0,0,0,100000
281571,1143000,271000,876000,0,6,364,1488000,329000,1292000,5,5,364,281571,P,P,matched (3),id=0015800000XLSEQAA5,Levy Payer,matched (3),1,1,2,100000
281681,10204463,2574781,9186561,115,60,364,9359113,800435,9037230,110,40,364,281681,P,P,matched (3),id=0015800000QM6TSAA1,Levy Payer,matched (3),1,1,2,100000
281730,2538507,311751,2170150,39,300,364,2467856,299325,1835502,37,300,364,281730,P,P,matched (3),id=0015800000XLSD0AAP,Levy Payer,matched (3),1,1,2,100000
281836,2113766,196796,1841518,34,13,364,1873279,201440,1964580,36,14,364,281836,P,P,matched (3),id=0015800000YlVcPAAV,Levy Payer,matched (3),1,1,1,100000
281963,5250934,467907,6199566,126,449,364,5494352,523470,6578720,126,449,364,281963,P,P,matched (3),id=0015800000XLS8HAAX,Levy Payer,matched (3),1,1,2,100000
282069,669347,492640,734789,3,0,364,514184,283287,532210,3,40,364,,,,master only (1),,,master only (1),0,1,2,100000
282167,4950216,159696,5155922,59,0,364,5357275,116772,5360521,70,8,364,282167,P,P,matched (3),id=0015800000Yl9EOAAZ,Levy Payer,matched (3),1,1,1,100000
282197,5851450,193226,5912951,390,70,364,6175151,199518,6526545,422,200,364,282197,P,P,matched (3),id=0015800000YlJcvAAF,Levy Payer,matched (3),1,1,1,100000
282305,2767569,127406,2701667,32,20,364,3221380,138298,3083300,33,20,364,282305,P,P,matched (3),id=0015800000YkvJGAAZ,Levy Payer,matched (3),1,1,1,100000
282464,753987,17697,753753,0,3,364,845913,18196,845772,0,3,364,,,,master only (1),,,master only (1),0,0,0,100000
282610,1227720,18040,333135,0,0,364,5402235,0,432146,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
282723,7203511,692713,8317730,180,461,364,8468948,708379,9323734,204,463,364,282723,P,P,matched (3),id=0015800000ReNCMAA3,Levy Payer,matched (3),1,1,2,100000
282857,4638845,182254,3625193,75,276,364,5811356,222155,4667123,67,289,364,282857,N,N,matched (3),,,master only (1),0,1,1,100000
283397,3255966,1852,4422971,0,0,364,2017889,1381,4920732,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
283660,20240000,435000,20321000,281,250,364,12370000,532000,12658000,158,141,364,283660,P,P,matched (3),id=0015800000XLS93AAH,Levy Payer,matched (3),1,1,2,100000
283686,5709529,692113,5182870,93,564,364,5472567,562985,5581134,161,573,364,283686,P,P,matched (3),id=0015800000ReNCOAA3,Levy Payer,matched (3),1,1,2,100000
283895,2605491,332701,2600327,47,563,364,2751096,218654,2703452,43,883,364,283895,P,P,matched (3),id=0015800000XLSCCAA5,Levy Payer,matched (3),1,1,2,100000
283931,938135,4344,1097900,8,400,364,1090333,916,1035746,8,400,364,,,,master only (1),id=0015800000YlRbdAAF,FR Registered Charity,matched (3),1,0,0,100000
284188,4513908,9323,4670517,83,0,364,4971750,65539,4925901,86,0,364,,,,master only (1),,,master only (1),0,0,0,100000
284406,2979520,39049,2798008,49,450,364,3191246,27475,2777042,37,450,364,,,,master only (1),,,master only (1),0,0,0,100000
284416,2472572,432100,1821465,28,40,364,3565392,505678,2111050,31,25,364,284416,P,P,matched (3),id=0015800000XLS9BAAX,Levy Payer,matched (3),1,1,2,100000
284447,1076165,10017,983193,45,24,364,1382845,11530,1245692,125,24,364,,,,master only (1),,,master only (1),0,0,0,100000
284545,22789000,128000,16742000,201,20,364,12738000,87000,13837000,158,22,364,284545,P,P,matched (3),id=0015800000YlJYoAAN,Levy Payer,matched (3),1,1,1,100000
284555,4177270,27675,4268404,113,50,364,4294355,69260,4422447,118,0,364,,,,master only (1),,,master only (1),0,0,0,100000
284589,1096251,97530,1142280,11,0,364,1065311,104959,1074970,10,0,364,,,,master only (1),,,master only (1),0,0,0,100000
284670,8401564,566047,7731829,198,820,364,9120812,570560,8951630,221,868,364,284670,P,P,matched (3),id=0015800000ReNGPAA3,Levy Payer,matched (3),1,1,2,100000
284701,6952778,219618,5372482,122,650,364,5309765,228131,5718446,146,600,364,284701,P,P,matched (3),id=0015800000XLSH1AAP,Levy Payer,matched (3),1,1,2,100000
284789,5292320,81241,4907599,69,505,364,5570863,54069,4937995,68,550,364,,,,master only (1),,,master only (1),0,0,0,100000
284858,1086164,56649,1019065,10,0,364,1247369,66317,978464,10,0,364,,,,master only (1),,,master only (1),0,0,0,100000
284880,27571000,7000,22147000,548,158,364,28253000,19000,27902000,623,114,364,,,,master only (1),,,master only (1),0,0,0,100000
284881,2275000,475000,2675000,57,110,364,2459994,513962,2865920,60,212,364,284881,P,P,matched (3),id=0015800000XLS84AAH,Levy Payer,matched (3),1,1,2,100000
284894,769150,48900,850155,6,80,364,884259,42757,872732,6,70,364,284894,P,P,matched (3),id=0015800000Yl9nkAAB,Levy Payer,matched (3),1,0,0,100000
284907,1276355,263610,1214835,40,1100,364,1284479,298112,1312238,42,1100,364,,,,master only (1),,,master only (1),0,1,2,100000
284912,5189276,431199,5578496,96,9,364,6308809,485363,6198792,100,9,364,284912,P,P,matched (3),id=0015800000XLS9CAAX,Levy Payer,matched (3),1,1,2,100000
284934,5311262,172885,4461412,0,0,364,6287078,271592,5338717,0,0,364,284934,P,P,matched (3),id=0015800000Ykyi6AAB,Levy Payer,matched (3),1,1,1,100000
285030,640982,35814,327174,18,10,364,595659,12442,325463,19,10,364,,,,master only (1),,,master only (1),0,0,0,100000
285111,1013850,549,1015644,0,0,364,4089621,408,4083403,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
285214,4222822,89380,3871974,72,30,364,4670461,66105,4852007,77,50,364,,,,master only (1),id=0015800000YlQ5FAAV,FR Registered Charity,matched (3),1,0,0,100000
285300,8754092,562704,8148211,134,900,364,9405373,569364,8426367,151,750,364,285300,P,P,matched (3),id=0015800000ReNGTAA3,Levy Payer,matched (3),1,1,2,100000
285398,2245542,107756,2281832,64,4,364,2399160,131085,2505698,68,4,364,285398,P,P,matched (3),id=0015800000XLpC5AAL,Levy Payer,matched (3),1,1,1,100000
285543,1578147,190664,1639814,30,250,486,840706,105090,810916,22,200,364,285543,P,P,matched (3),id=0015800000YlOtQAAV,Levy Payer,matched (3),1,1,1,100000
285641,663393,3314,474503,29,40,364,807757,15586,641237,35,40,364,,,,master only (1),,,master only (1),0,0,0,100000
285762,712769,3327,724807,8,4,364,755012,7426,733431,7,4,364,,,,master only (1),,,master only (1),0,0,0,100000
285831,1016409,13660,1004755,10,15,364,880831,18335,868742,10,20,364,,,,master only (1),,,master only (1),0,0,0,100000
285867,632862,12083,543403,27,30,364,524821,0,499460,24,30,364,,,,master only (1),,,master only (1),0,0,0,100000
285891,2312067,16231,2633548,64,5,364,2574781,9728,2432663,55,8,364,,,,master only (1),,,master only (1),0,0,0,100000
285908,71825000,10811000,70722000,201,8,364,90938000,13073000,90572000,279,9,364,285908,P,P,matched (3),id=0015800000OJS2HAAX,Levy Payer,matched (3),1,1,2,100000
285917,1697218,91809,1605717,17,0,364,2470904,90891,1650080,18,0,364,,,,master only (1),,,master only (1),0,0,0,100000
285987,1879050,72952,1470452,13,130,364,1703344,81131,1386307,16,230,364,,,,master only (1),,,master only (1),0,0,0,100000
286084,1626369,31889,1711264,6,0,364,1490941,36859,1287030,9,0,364,,,,master only (1),,,master only (1),0,0,0,100000
286102,992100,58098,980973,12,20,364,1111201,67382,1045623,13,40,364,,,,master only (1),,,master only (1),0,0,0,100000
286169,931588,87266,628728,9,25,364,1334627,77541,1670874,8,101,364,,,,master only (1),,,master only (1),0,0,0,100000
286173,1187618,743,1187058,38,0,364,1052000,2000,1198000,32,0,364,,,,master only (1),,,master only (1),0,0,0,100000
286238,2267000,151000,2415000,74,150,364,2228000,163000,2464000,77,121,364,286238,P,P,matched (3),id=0015800000Yl67cAAB,Levy Payer,matched (3),1,1,1,100000
286447,1916742,172482,1312202,37,50,364,2075960,183365,1358858,39,50,364,,,,master only (1),,,master only (1),0,1,1,100000
286487,1094680,88488,1994058,34,140,364,2332903,106481,1598732,34,139,364,,,,master only (1),,,master only (1),0,0,0,100000
286513,1369565,15992,1250989,21,80,364,1416799,0,1238828,19,80,364,,,,master only (1),,,master only (1),0,0,0,100000
286554,4774639,798083,5195193,115,531,364,5922806,661436,5289806,121,524,364,286554,P,P,matched (3),id=0015800000ReNB2AAN,Levy Payer,matched (3),1,1,2,100000
286614,1321670,109857,1200924,31,176,364,1788346,121368,1318444,31,209,364,286614,P,P,matched (3),id=0015800000YlVTNAA3,Levy Payer,matched (3),1,1,1,100000
286628,566496,61,510431,0,0,364,1133546,48,3838359,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
286650,10543096,446982,10078018,184,500,364,10037966,286464,10216163,275,500,364,286650,P,P,matched (3),id=0015800000XLS8kAAH,Levy Payer,matched (3),1,1,2,100000
286669,589686,85520,653615,0,10,364,819407,102823,713068,11,0,364,,,,master only (1),,,master only (1),0,0,0,100000
286876,1885995,28489,1862917,43,68,364,2703436,30278,2368024,34,101,364,,,,master only (1),,,master only (1),0,0,0,100000
286909,7731141,188612,7100872,169,0,364,7488336,159738,7444405,184,0,364,286909,P,P,matched (3),id=0015800000YlRe5AAF,Levy Payer,matched (3),1,1,1,100000
286950,914637,42766,943839,15,300,364,1152135,44847,1008566,13,300,364,,,,master only (1),,,master only (1),0,0,0,100000
287009,1390741,8000,513757,0,0,364,531885,8818,583716,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
287088,1138164,10400,1131686,26,0,364,1107241,0,1043128,26,3,364,,,,master only (1),,,master only (1),0,0,0,100000
287106,906276,142126,926674,17,130,364,1010562,101429,913623,16,229,364,287106,P,P,matched (3),id=0015800000YlENtAAN,Levy Payer,matched (3),1,1,1,100000
287287,4380090,33267,3919907,15,0,364,4295174,19148,4446855,13,0,364,,,,master only (1),,,master only (1),0,0,0,100000
287400,1668986,56317,563794,1,0,364,897227,77133,2063092,1,0,364,,,,master only (1),,,master only (1),0,0,0,100000
287579,3170395,702,2874084,101,1,364,3250719,0,2895163,116,1,364,,,,master only (1),,,master only (1),0,0,0,100000
287589,888324,67637,852476,16,0,364,787363,259686,919560,16,0,364,,,,master only (1),,,master only (1),0,0,0,100000
287610,7679919,742469,8079112,85,200,364,9634987,1101872,9287082,95,165,364,287610,C,C,matched (3),,,master only (1),0,1,2,100000
287762,713353,268,677251,10,16,364,885618,278,759375,11,8,364,,,,master only (1),,,master only (1),0,0,0,100000
287773,5856381,243398,5534886,115,647,364,5959244,230249,6160299,121,675,364,287773,P,P,matched (3),id=0015800000XLSFwAAP,Levy Payer,matched (3),1,1,2,100000
287779,18063014,77615,17761758,395,145,364,19036531,77744,18128718,421,150,364,,,,master only (1),,,master only (1),0,0,0,100000
287780,93484000,1483000,143555000,466,0,364,99380000,1090000,84642000,484,0,364,287780,P,P,matched (3),id=0015800000QM6UeAAL,Levy Payer,matched (3),1,1,2,100000
287815,1292986,29998,1304534,17,600,364,1124907,24887,1124552,13,250,364,,,,master only (1),,,master only (1),0,0,0,100000
287868,3648623,1989189,3367127,78,50,364,4351604,0,3575180,76,200,364,,,,master only (1),,,master only (1),0,1,2,100000
288007,2142345,30996,1849198,10,0,364,2249065,30967,2051884,10,0,364,,,,master only (1),,,master only (1),0,0,0,100000
288008,817679,12996,801914,29,43,364,773686,13907,767226,29,44,364,,,,master only (1),,,master only (1),0,0,0,100000
288018,25774000,1928000,24289000,518,520,364,25472000,2681000,25903000,533,560,364,288018,P,P,matched (3),id=0015800000QM6U0AAL,Levy Payer,matched (3),1,1,2,100000
288023,980721,16424,924250,3,0,364,1635649,23522,1588334,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
288117,2303448,62654,2400633,35,27,364,2302689,34779,2172727,35,22,364,,,,master only (1),,,master only (1),0,0,0,100000
288125,1869656,8452,1740711,58,125,364,1815514,12036,1797508,60,135,364,,,,master only (1),,,master only (1),0,0,0,100000
288141,5225149,65043,5376721,192,12,364,5473600,64236,5633791,193,10,364,,,,master only (1),,,master only (1),0,0,0,100000
288148,2350418,42172,2394576,82,20,364,2148356,51530,2301218,84,7,364,,,,master only (1),id=0015800000YlRfHAAV,FR Registered Charity,matched (3),1,0,0,100000
288167,507786,43221,441795,7,100,364,509116,66584,465111,7,250,364,,,,master only (1),,,master only (1),0,0,0,100000
288180,26404000,403000,25981000,462,0,364,29114000,498000,26653000,524,1,364,,,,master only (1),,,master only (1),0,1,2,100000
288260,786113,71892,638220,7,15,364,668777,210155,791059,5,100,364,,,,master only (1),,,master only (1),0,0,0,100000
288285,26039306,198637,25493797,1216,157,364,29482285,0,32290108,1253,0,364,,,,master only (1),,,master only (1),0,1,1,100000
288356,1538267,34540,1510793,46,350,364,1614001,32494,1424370,22,350,364,,,,master only (1),,,master only (1),0,0,0,100000
288365,696843,184605,668887,15,0,364,752511,248535,757009,16,0,364,,,,master only (1),,,master only (1),0,1,1,100000
288388,621330,18843,549179,42,2,364,593065,29860,622957,51,2,364,,,,master only (1),,,master only (1),0,0,0,100000
288462,5757493,622690,5206891,136,860,364,5451427,648814,5376185,138,920,364,288462,P,P,matched (3),id=0015800000ReNFiAAN,Levy Payer,matched (3),1,1,2,100000
288509,1819070,2337,1852216,0,0,364,1907586,4074,2020646,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
288527,19646000,1601000,19388000,289,320,364,19399000,1811000,19001000,285,300,364,288527,P,P,matched (3),id=0015800000QM6UUAA1,Levy Payer,matched (3),1,1,2,100000
288595,2807674,53331,3063649,36,300,364,2871045,45748,2856950,36,360,364,,,,master only (1),,,master only (1),0,0,0,100000
288630,997108,5917,990971,21,0,364,983154,9584,964362,20,0,364,,,,master only (1),,,master only (1),0,0,0,100000
288701,73695000,15797000,71923000,684,1000,364,83600000,16429000,77236000,743,590,364,288701,P,P,matched (3),id=0015800000OJS22AAH,Levy Payer,matched (3),1,1,2,100000
288931,1146820,23695,1136991,23,0,364,1029957,18503,1127709,24,0,364,,,,master only (1),,,master only (1),0,0,0,100000
289154,9104525,884423,9099858,173,1100,364,8511388,1016072,9002615,180,1100,364,289154,P,P,matched (3),id=0015800000ReNAOAA3,Levy Payer,matched (3),1,1,2,100000
289174,838874,15883,2301914,0,200,364,840018,19231,351975,0,10,364,,,,master only (1),,,master only (1),0,0,0,100000
289202,1219084,10581,1121066,25,600,364,1119578,7191,1186085,27,600,364,,,,master only (1),,,master only (1),0,0,0,100000
289243,2466697,100409,2367310,31,15,364,2270645,99055,2256210,26,20,364,,,,master only (1),,,master only (1),0,1,1,100000
289294,3014277,251725,3093581,8,3,364,2711255,165231,2609215,10,2,364,289294,P,P,matched (3),id=0015800000XLSFUAA5,Levy Payer,matched (3),1,1,2,100000
289372,1736735,32986,1943923,9,1455,364,1334205,149921,1282166,5,900,364,,,,master only (1),,,master only (1),0,0,0,100000
289446,1095056,7831,1288338,6,0,364,732597,0,800604,7,0,364,,,,master only (1),,,master only (1),0,0,0,100000
289466,4848006,367464,4841773,96,350,364,5844131,327743,5756326,102,350,364,289466,P,P,matched (3),id=0015800000XLSB7AAP,Levy Payer,matched (3),1,1,2,100000
289547,1260083,6000,525368,1,0,364,1335503,6000,539484,1,0,364,,,,master only (1),,,master only (1),0,0,0,100000
289600,2533153,114444,2617579,23,573,364,3390700,140573,3299126,23,819,364,,,,master only (1),id=0015800000YlHUnAAN,FR Registered Charity,matched (3),1,1,1,100000
289850,1964227,19736,793108,13,223,364,802725,9326,1015771,13,250,364,,,,master only (1),,,master only (1),0,0,0,100000
289868,81807742,5894709,82617804,2558,1700,364,82964881,4597133,81147478,2526,1150,364,289868,P,P,matched (3),id=0015800000OJS2cAAH,Levy Payer,matched (3),1,1,2,100000
289904,584281,10773,594193,14,28,364,602541,8008,601570,15,30,364,,,,master only (1),,,master only (1),0,0,0,100000
290069,829968,65628,1172735,23,2,364,532237,47654,766652,23,1,364,,,,master only (1),,,master only (1),0,0,0,100000
290112,1154117,25876,1202970,13,5,364,1243371,0,1285717,13,5,364,,,,master only (1),,,master only (1),0,0,0,100000
290118,1663363,5385,1552798,29,0,364,1729340,0,1767207,34,0,364,,,,master only (1),,,master only (1),0,0,0,100000
290173,1737942,310268,974036,5,6,364,1869585,315593,1703921,6,6,364,290173,N,N,matched (3),,,master only (1),0,1,2,100000
290180,9986794,5542,8869080,139,6,364,10200683,90541,8958568,150,9,364,,,,master only (1),id=0015800000YkxXbAAJ,FR Registered Charity,matched (3),1,0,0,100000
290218,1919297,9617,1795471,30,0,364,1498239,10946,1538374,9,32,364,,,,master only (1),,,master only (1),0,0,0,100000
290511,10779255,3880,10721106,110,2,364,10061441,4896,9325888,96,3,364,,,,master only (1),id=0015800000YlHPaAAN,FR Registered Charity,matched (3),1,0,0,100000
290535,14374239,326994,12998076,371,0,364,13204440,357562,14275198,393,0,364,290535,P,P,matched (3),id=0015800000XLSCOAA5,Levy Payer,matched (3),1,1,2,100000
290598,2087329,191069,1621125,12,5,364,1658517,274446,2075198,14,0,364,290598,P,P,matched (3),id=0015800000YlRhSAAV,Levy Payer,matched (3),1,1,1,100000
